what,kind,bundleId,bundleVersion,description,time
started,bundle,com.instantiations.designer.core,8.1.1.r35x201012161228,"com.instantiations.designer.core",1323588389423
started,bundle,com.instantiations.designer.core.lib,8.1.1.r35x201012161228,"com.instantiations.designer.core.lib",1323588389423
started,bundle,com.instantiations.designer.core.xml,8.1.1.r35x201012161237,"com.instantiations.designer.core.xml",1323588389423
started,bundle,com.instantiations.designer.gwt,8.1.1.r35x201012170442,"com.instantiations.designer.gwt",1323588389423
started,bundle,com.instantiations.designer.gwt.ExtGWT,8.1.1.r35x201012170650,"com.instantiations.designer.gwt.ExtGWT",1323588389423
started,bundle,com.instantiations.designer.gwt.SmartGWT,8.1.1.r35x201012170650,"com.instantiations.designer.gwt.SmartGWT",1323588389423
started,bundle,com.instantiations.designer.gwt.UiBinder,8.1.1.r35x201012170442,"com.instantiations.designer.gwt.UiBinder",1323588389423
started,bundle,com.instantiations.designer.rcp,8.1.1.r35x201012170653,"com.instantiations.designer.rcp",1323588389423
started,bundle,com.instantiations.designer.swing,8.1.1.r35x201012170656,"com.instantiations.designer.swing",1323588389423
started,bundle,com.instantiations.designer.swt,8.1.1.r35x201012170546,"com.instantiations.designer.swt",1323588389423
started,bundle,com.instantiations.eclipse.debug,6.0.0.r35x201012150828,"com.instantiations.eclipse.debug",1323588389423
started,bundle,com.instantiations.eclipse.startup,6.0.0.r35x201012150828,"com.instantiations.eclipse.startup",1323588389423
started,bundle,com.instantiations.eclipse.ui,8.1.1.r35x201012161226,"com.instantiations.eclipse.ui",1323588389423
started,bundle,com.instantiations.eclipse.usageprofiler,6.0.0.r35x201012150828,"com.instantiations.eclipse.usageprofiler",1323588389423
started,bundle,com.instantiations.eclipse.usageprofiler.ui,6.0.0.r35x201012150828,"com.instantiations.eclipse.usageprofiler.ui",1323588389423
started,bundle,com.instantiations.eclipse.util,6.0.0.r35x201012150828,"com.instantiations.eclipse.util",1323588389423
started,bundle,com.instantiations.j2ee,7.4.0.r35x201003191323,"com.instantiations.j2ee",1323588389423
started,bundle,org.eclipse.epp.usagedata.gathering,1.1.0.R200906100410,"org.eclipse.epp.usagedata.gathering",1323588389423
started,bundle,org.eclipse.epp.usagedata.recording,1.1.0.R200906100410,"org.eclipse.epp.usagedata.recording",1323588389423
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.4.v20111106-0100,"org.eclipse.mylyn.bugzilla.core",1323588389423
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1323588389423
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1323588389423
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1323588389423
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1323588389423
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1323588389423
